title,label,text,word_count
"Fine-Grained, Language-Based Access Control for Database-Backed Applications",1,"Fine-grained, language-based access control for database-backed applications refers to a security mechanism that offers database access based on predefined language constructs. The aim of this research paper is to investigate the effectiveness of fine-grained access control in enforcing data privacy and security. 

This study was motivated by the need to control and manage access to sensitive data stored in database-backed applications. Malicious actors continually look for ways to exploit vulnerabilities in software systems to gain unauthorized access to sensitive data. Access control, therefore, is necessary to prevent unauthorized access and protect data privacy.

We conducted a comprehensive review of the existing literature on access control mechanisms for database-backed applications. Existing approaches rely on coarse-grained access control that grants privileges to large user groups. However, as databases become more complex and contain more sensitive information, the need for more fine-grained access control becomes critical.

We propose a fine-grained access control mechanism that is based on the constructs of the programming language used to develop the application. This approach leverages the familiarity of developers with the programming language and its constructs to enforce access control. To evaluate the effectiveness of our approach, we developed a prototype application that implements our mechanism.

The prototype application was subject to various simulated attack scenarios to test the security and effectiveness of the fine-grained access control mechanism. The results of our experiments show that fine-grained access control based on language constructs effectively prevents unauthorized access to sensitive data.

Furthermore, our proposed mechanism does not require extensive modifications to the application code or the database structure. Instead, it uses the existing programming constructs, making it easier to integrate with existing applications. 

In summary, the proposed fine-grained, language-based access control mechanism offers significant improvements over the traditional coarse-grained access control. Our experiments demonstrate that the proposed mechanism is effective in enforcing data privacy and security and does not require extensive changes to the database schema. We believe that our approach could be easily adopted by software developers to improve the security of their applications and databases.",352
Characterization of the electronic properties of YB$_4$ and YB$_6$ using $^{11}$B NMR and first-principles calculations,0,"Two compounds, tetragonal YB$_4$ and cubic YB$_6$, have been investigated by electric-field gradient (EFG) and Knight shift measurements at the boron sites using the $^{11}$B nuclear magnetic resonance (NMR) technique and by performing first-principles calculations. In YB$_6$ $^{11}$B ($I=3/2$) NMR spectra reveal patterns typical for an axially symmetric field gradient with a quadrupole coupling frequency of $\nu_Q=600\pm15$ kHz. In the second boride (YB$_4$) three different EFGs were observed corresponding to the three inequivalent crystallographic sites for the boron atoms ($4h$, $4e$, and $8j$). They correspond to: $\nu_Q(4h)=700\pm30$ kHz with an asymmetry parameter $\eta=0.02\pm0.02$, $\nu_Q(4e)=515\pm30$ kHz, $\eta=0.00+0.02/-0.00$, and $\nu_Q(8j)=515\pm40$ kHz, $\eta=0.46\pm0.08$. The Knight shifts measured by Magic-Angle Spinning (MAS) NMR at room temperature are very small being $0.6\pm8$ ppm and $-1\pm8$ ppm for YB$_4$ and YB$_6$, respectively. For the theoretical calculations structure optimizations were performed as a first step. For the obtained structural parameters the EFGs were computed within the local-density approximation. Very satisfactory agreement between experimental and theoretical results is obtained both for the structural parameters and the B EFGs thus confirming the underlying structural models. In addition to the EFGs, band structures, densities of states, and valence-electron densities are presented and the bonding situation in the two yttrium borides is discussed.

The band-structure results are compatible with the very low values for the Knight shifts mentioned above.",262
Characterization of the electronic properties of YB$_4$ and YB$_6$ using $^{11}$B NMR and first-principles calculations,1,"The electronic properties of YB$_4$ and YB$_6$ have been characterized in this study using $^{11}$B NMR and first-principles calculations. Our findings show that YB$_4$ and YB$_6$ exhibit distinguishable NMR signals, which we attribute to the different environments experienced by the B atoms within their respective crystal structures. From our first-principles calculations, we have elucidated the nature of the electronic states at the Fermi level of YB$_4$ and YB$_6$, which are shown to be predominantly derived from the B $p$ orbitals, with an admixture of Y $d$ states. The calculated density of states also reveals that YB$_4$ and YB$_6$ exhibit metallic behavior with a small overlap of the B $p$ bands at the Fermi level, suggesting weak B-B interactions. Our results are consistent with previous experimental findings, and provide further insight into the nature of the electronic properties of these two ytterbium borides. Our study could help pave the way for the design and discovery of new boride materials with interesting physical properties. Future work should continue to explore the electronic and magnetic properties of these materials, including both their bulk and surface properties, which could have important technological implications. Overall, this study contributes to a broader understanding of the electronic structure and bonding of boride materials.",218
"Vibroacoustics of the piano soundboard: Reduced models, mobility synthesis, and acoustical radiation regime",0,"In string musical instruments, the sound is radiated by the soundboard, subject to the strings excitation. This vibration of this rather complex structure is described here with models which need only a small number of parameters. Predictions of the models are compared with results of experiments that have been presented in Ege et al. [Vibroacoustics of the piano soundboard: (Non)linearity and modal properties in the low- and mid- frequency ranges, Journal of Sound and Vibration 332 (5) (2013) 1288-1305]. The apparent modal density of the soundboard of an upright piano in playing condition, as seen from various points of the structure, exhibits two well-separated regimes, below and above a frequency flim that is determined by the wood characteristics and by the distance between ribs. Above flim, most modes appear to be localised, presumably due to the irregularity of the spacing and height of the ribs. The low-frequency regime is predicted by a model which consists of coupled sub-structures: the two ribbed areas split by the main bridge and, in most cases, one or two so-called cut-off corners. In order to assess the dynamical properties of each of the subplates (considered here as homogeneous plates), we propose a derivation of the (low-frequency) modal density of an orthotropic homogeneous plate which accounts for the boundary conditions on an arbitrary geometry. Above flim, the soundboard, as seen from a given excitation point, is modelled as a set of three structural wave-guides, namely the three inter-rib spacings surrounding the excitation point. Based on these low- and high-frequency models, computations of the point-mobility and of the apparent modal densities seen at several excitation points match published measurements.

The dispersion curve of the wave-guide model displays an acoustical radiation scheme which differs significantly from that of a thin homogeneous plate. It appears that piano dimensioning is such that the subsonic regime of acoustical radiation extends over a much wider frequency range than it would be for a homogeneous plate with the same low-frequency vibration. One problem in piano manufacturing is examined in relationship with the possible radiation schemes induced by the models.",360
"Vibroacoustics of the piano soundboard: Reduced models, mobility synthesis, and acoustical radiation regime",1,"The soundboard of a piano plays a vital role in the production of its distinctive sound. However, due to its complex nature, analyzing the vibroacoustics of the soundboard can be a daunting task. This research paper presents reduced models of the piano soundboard that aid in the analysis of its vibroacoustics.

The reduced models are created using the Craig-Bampton method, which enables the reduction of finite element models. The models successfully capture the frequency response of the soundboard and are able to predict its behavior in response to different boundary conditions.

To understand the mobility synthesis of the soundboard, a novel point mobility measurement method is proposed. The proposed method utilizes laser Doppler vibrometry to measure the point mobility of the soundboard. The measured point mobility data is used to synthesize the mobility of the entire soundboard. By employing this technique, it is possible to obtain a better understanding of the sound radiation behavior of the soundboard.

The acoustical radiation regime of the piano soundboard is analyzed using numerical simulations. The simulations are performed using the boundary element method, and they successfully predict the acoustical radiation behavior of the soundboard. The analysis demonstrates the importance of the boundary conditions on the radiated sound field.

In addition, the relationship between the soundboard and the piano strings is analyzed. The results show that the coupling between the soundboard and the strings plays a significant role in determining the overall sound quality of the piano.

Overall, this research paper presents a comprehensive study of the vibroacoustics of the piano soundboard. The reduced models, point mobility measurement method, numerical simulations, and analysis of the soundboard-string coupling all contribute to a better understanding of the sound production mechanism of the piano.",288
Age-Minimal Transmission for Energy Harvesting Sensors with Finite Batteries: Online Policies,0,"An energy-harvesting sensor node that is sending status updates to a destination is considered. The sensor is equipped with a battery of finite size to save its incoming energy, and consumes one unit of energy per status update transmission, which is delivered to the destination instantly over an error-free channel. The setting is online in which the harvested energy is revealed to the sensor causally over time, and the goal is to design status update transmission policy such that the long term average age of information (AoI) is minimized. AoI is defined as the time elapsed since the latest update has reached at the destination. Two energy arrival models are considered: a random battery recharge (RBR) model, and an incremental battery recharge (IBR) model. In both models, energy arrives according to a Poisson process with unit rate, with values that completely fill up the battery in the RBR model, and with values that fill up the battery incrementally, unit-by-unit, in the IBR model. The key approach to characterizing the optimal status update policy for both models is showing the optimality of renewal policies, in which the inter-update times follow a specific renewal process that depends on the energy arrival model and the battery size. It is then shown that the optimal renewal policy has an energy-dependent threshold structure, in which the sensor sends a status update only if the AoI grows above a certain threshold that depends on the energy available. For both the RBR and the IBR models, the optimal energy-dependent thresholds are characterized explicitly, i.e., in closed-form, in terms of the optimal long term average AoI. It is also shown that the optimal thresholds are monotonically decreasing in the energy available in the battery, and that the smallest threshold, which comes in effect when the battery is full, is equal to the optimal long term average AoI.",318
Age-Minimal Transmission for Energy Harvesting Sensors with Finite Batteries: Online Policies,1,"This paper focuses on the problem of age-minimal transmission for energy harvesting sensors with finite batteries. In order to conserve energy and prolong the lifetime of the sensor, the focus is on developing online policies that can make intelligent decisions on when and how to transmit information. We introduce a novel online policy, called the ""age-threshold policy"", which takes a proactive approach by dynamically adjusting the transmission threshold to minimize the average age of information at the receiver. 

To do this, we first model the energy harvesting sensor system to identify the key factors that affect information transmission. We then prove theoretical bounds on the age of information under different policies, including the age-threshold policy. We develop an efficient algorithm to implement the policy and show that it outperforms existing policies in terms of minimizing the average age of information at the receiver. 

Additionally, we consider the impact of battery capacity and harvesting rate on the system performance. We show that the age-threshold policy is particularly effective when the battery capacity is small, and that the harvesting rate has a significant impact on the performance of the policy. We conclude by discussing practical considerations and future directions for research in this area.

Overall, this paper is a significant contribution to the field of energy harvesting sensors and online policy design. By developing a new age-threshold policy and providing theoretical bounds on its performance, we provide a foundation for further research on age-minimal transmission in the context of energy harvesting sensors. The results of this paper can be used to improve the performance and lifetime of energy harvesting sensor systems, enabling more efficient and effective information transmission in a variety of applications.",287
Convergence bounds for empirical nonlinear least-squares,0,"We consider best approximation problems in a nonlinear subset $\mathcal{M}$ of a Banach space of functions $(\mathcal{V},\|\bullet\|)$. The norm is assumed to be a generalization of the $L^2$-norm for which only a weighted Monte Carlo estimate $\|\bullet\|_n$ can be computed. The objective is to obtain an approximation $v\in\mathcal{M}$ of an unknown function $u \in \mathcal{V}$ by minimizing the empirical norm $\|u-v\|_n$. We consider this problem for general nonlinear subsets and establish error bounds for the empirical best approximation error. Our results are based on a restricted isometry property (RIP) which holds in probability and is independent of the nonlinear least squares setting. Several model classes are examined where analytical statements can be made about the RIP and the results are compared to existing sample complexity bounds from the literature. We find that for well-studied model classes our general bound is weaker but exhibits many of the same properties as these specialized bounds. Notably, we demonstrate the advantage of an optimal sampling density (as known for linear spaces) for sets of functions with sparse representations.",187
Convergence bounds for empirical nonlinear least-squares,1,"This paper presents new theoretical results regarding convergence bounds for empirical nonlinear least-squares (NLS) methods. The study of empirical NLS is crucial in a wide range of applications, including machine learning, signal processing, and data analysis. Our work addresses some previously unresolved issues regarding convergence that arise when using NLS methods, such as the dependence on initialization and the sensitivity to noise in the data. Overall, our main contribution is to establish conditions under which empirical NLS achieves the optimal rate of convergence. We use a combination of classical techniques, such as the Cramér-Rao bound, as well as new tools based on recent advances in optimization theory, to derive our results. We also discuss how our results can be applied in practical situations, such as model fitting and parameter estimation. Our work will be useful to researchers in a diverse range of fields who use NLS methods for data analysis.",152
Concurrent Constraint Conditional-Branching Timed Interactive Scores,0,"Multimedia scenarios have multimedia content and interactive events associated with computer programs. Interactive Scores (IS) is a formalism to represent such scenarios by temporal objects, temporal relations (TRs) and interactive events. IS describe TRs, but IS cannot represent TRs together with conditional branching. We propose a model for conditional branching timed IS in the Non-deterministic Timed Concurrent Constraint (ntcc) calculus. We ran a prototype of our model in Ntccrt (a real-time capable interpreter for ntcc) and the response time was acceptable for real-time interaction. An advantage of ntcc over Max/MSP or Petri Nets is that conditions and global constraints are represented declaratively.",106
Concurrent Constraint Conditional-Branching Timed Interactive Scores,1,"The paper proposes a new formalism called Concurrent Constraint Conditional-Branching Timed Interactive Scores (C3BTIS) for specifying interactive multimedia works. C3BTIS models the timing and interaction patterns of multimedia works in a way that is intuitively appealing, while remaining mathematically well-defined and computationally tractable. It allows for the creation of complex multimedia works in a modular fashion, while also supporting runtime adaptation and collaboration between works. The paper presents the syntax and semantics of C3BTIS, and shows how it can be used to specify several multimedia works, verifying their correctness and studying their behavior under different execution scenarios.",99
Covariant Holographic Entanglement Negativity for Adjacent Subsystems in $\mathrm{AdS_{3}/CFT_2}$,0,"We propose a covariant holographic entanglement negativity constructionfor time-dependent mixed states of adjacent intervals in $(1+1)$-dimensional conformal field theories dual to non-static bulk $\mathrm{AdS_3}$ configurations. Our construction applied to $(1+1)$-dimensional conformal field theories with a conserved charge dual to non-extremal and extremal rotating BTZ black holes exactly reproduces the corresponding replica technique results, in the large central charge limit. We also utilize our conjecture to obtain the time-dependent holographic entanglement negativity for the mixed state in question for the $(1+1)$- dimensional CFT dual to a bulk Vaidya-$\mathrm{AdS_3}$ configuration.",100
Covariant Holographic Entanglement Negativity for Adjacent Subsystems in $\mathrm{AdS_{3}/CFT_2}$,1,"In this paper, we develop a framework for computing holographic entanglement negativity in adjacent subsystems of the $\mathrm{AdS_{3}/CFT_2}$ correspondence. We introduce covariant holographic entanglement negativity as a new measure of quantum entanglement that satisfies a number of desirable properties. We apply our formalism to several examples, including a conformal field theory (CFT) on the plane and the BTZ black hole. In particular, we show that the covariant holographic entanglement negativity for a pair of intervals in the CFT scales with the central charge as expected, and that it reproduces the Ryu-Takayanagi formula for the BTZ black hole.",101
Search for top squark pair production in a final state with two tau leptons in proton-proton collisions at $\sqrt{s} =$ 13 TeV,0,"A search for pair production of the supersymmetric partner of the top quark, the top squark, in proton-proton collision events at $\sqrt{s} =$ 13 TeV is presented in a final state containing hadronically decaying tau leptons and large missing transverse momentum. This final state is highly sensitive to high-$\tan{\beta}$ or higgsino-like scenarios in which decays of electroweak gauginos to tau leptons are dominant. The search uses a data set corresponding to an integrated luminosity of 77.2 fb$^{-1}$, which was recorded with the CMS detector during 2016 and 2017. No significant excess is observed with respect to the background prediction. Exclusion limits at 95% confidence level are presented in the top squark and lightest neutralino mass plane within the framework of simplified models, in which top squark masses up to 1100 GeV are excluded for a nearly massless neutralino.",144
Search for top squark pair production in a final state with two tau leptons in proton-proton collisions at $\sqrt{s} =$ 13 TeV,1,"This paper reports on the search for the pair production of top squarks, the supersymmetric partners of the top quark, in proton-proton collisions at a center-of-mass energy of 13 TeV. The final state under investigation is characterized by the presence of two tau leptons, which are identified through their decay modes. The analysis uses data collected with the CMS detector at the CERN LHC. The main sources of background are estimated from data control regions, while the signal acceptance and efficiency are determined from simulations based on the SUSY model. No significant excess is observed over the expected background, and exclusion limits are set on the top squark mass. This search contributes to our understanding of supersymmetry and the nature of dark matter.",126
Displacement correlations in disordered athermal networks,0,"We derive exact results for correlations in the displacement fields $\{ \delta \vec{r} \} \equiv \{ \delta r_{\mu = x,y} \}$ in near-crystalline athermal systems in two dimensions. We analyze the displacement correlations produced by different types of microscopic disorder, and show that disorder at the microscopic scale gives rise to long-range correlations with a dependence on the system size $L$ given by $\langle \delta r_{\mu} \delta r_{\nu} \rangle \sim c_{\mu \nu}(r/L,\theta)$. In addition, we show that polydispersity in the constituent particle sizes and random bond disorder give rise to a logarithmic system size scaling, with $c_{\mu \nu}(\rho,\theta) \sim \text{const}_{\mu\nu} - \text{a}_{\mu\nu}(\theta)\log \rho + \text{b}_{\mu\nu}(\theta) \rho^{2} $ for $\rho~(=r/L) \to 0$. This scaling is different for the case of displacement correlations produced by random external forces at each vertex of the network, given by $c^{f}_{\mu \nu}(\rho,\theta) \sim \text{const}^{f}_{\mu \nu} -( \text{a}^{f}_{\mu \nu}(\theta) + \text{b}^{f}_{\mu \nu}(\theta) \log \rho ) \rho^2 $. Additionally, we find that correlations produced by polydispersity and the correlations produced by disorder in bond stiffness differ in their symmetry properties. Finally, we also predict the displacement correlations for a model of polydispersed soft disks subject to external pinning forces, that involve two different types of microscopic disorder. We verify our theoretical predictions using numerical simulations of polydispersed soft disks with random spring contacts in two dimensions.",258
Displacement correlations in disordered athermal networks,1,"The study investigates the displacement correlations in disordered athermal networks. Athermal networks, that is, systems without energy input, have been gaining attention as models to study jamming and rigidity transitions. Randomly rewired networks, such as the ones studied in this work, serve as diagnostic tools to understand such transitions. The authors introduce the concept of a ""displacement correlation matrix"" as a means to represent the deformation patterns of a disordered network with quenched disorder. Through numerical simulations, they quantify the range and magnitude of the displacements that are spatially correlated, and they analyze the associated eigenvectors and eigenvalues. The results indicate that the displacement correlations are mediated by geometric frustration effects, which are a hallmark of disordered systems. The authors further explore the implications of the spatial correlations on the elastic response of the network, and found that they contribute to reducing the network's effective rigidity. The findings suggest new perspectives for analyzing the response of disordered mechanical systems and could have implications for the design of materials with controlled mechanical properties. The analysis of displacement correlations provides new insights into the fascinating physics of disordered athermal networks and paves the way for future studies.",196
A 2MASS All-Sky View of the Sagittarius Dwarf Galaxy: I. Morphology of the Sagittarius Core and Tidal Arms,0,"We present the first all-sky view of the Sagittarius (Sgr) dwarf galaxy mapped by M giant star tracers detected in the complete Two Micron All-Sky Survey (2MASS). The main body is fit with a King profile of 30 deg limiting radius, but with a break in the density profile from stars in tidal tails. We argue that much of the observed structure beyond the 224' core radius may be unbound as the satellite undergoes catastrophic disruption. A striking, >150 deg trailing tidal tail extends from the Sgr center and arcs across the South Galactic Hemisphere. A prominent leading debris arm extends from the Sgr center northward of the Galactic plane to an ~40 kpc apoGalacticon, loops towards the North Galactic Cap (NGC) and descends back towards the Galactic plane, foreshortened and covering the NGC. The Sgr tails lie along a well-defined orbital plane that shows little precession, which supports the notion of a nearly spherical Galactic potential. The Sun lies near the path of leading Sgr debris; thus, former Sgr stars may be near or in the solar neighborhood. The number of M giants in the Sgr tails is >15% that within the King limiting radius of the Sgr center. That several gigayear old M giants are so widespread along the Sgr tidal arms not only places limits on the dynamical age of these arms but poses a timing problem that bears on the recent binding energy of the Sgr core and that is naturally explained by recent and catastrophic mass loss.

Sgr appears to contribute >75% of the high latitude, halo M giants; no evidence for M giant tidal debris from the Magellanic Clouds is found. Generally good correspondence is found between the M giant, all-sky map of the Sgr system and all previously published detections of potential Sgr debris with the exception of Sgr carbon stars -- which must be subluminous to resolve the discrepancy.",320
A 2MASS All-Sky View of the Sagittarius Dwarf Galaxy: I. Morphology of the Sagittarius Core and Tidal Arms,1,"The Sagittarius Dwarf Galaxy is located in the important dwarf galaxy population of the Milky Way halo. It is a well-known example of a dwarf galaxy that is being tidally disrupted by the Milky Way. To improve our understanding of the morphology of the Sagittarius core and tidal arms, we have conducted a comprehensive analysis of 2MASS all-sky data. 

We used color-magnitude diagram analysis to determine the distance to individual stars in the Sagittarius system and overlayed the results on top of the core and tidal structures seen in the 2MASS data. Our analysis reveals a centrally concentrated Sagittarius Core that is partially overlaid by an extended, low surface brightness Sagittarius Stream. In addition, we find that the Sagittarius Stream does not trace a symmetrical structure around the core. Instead, it exhibits strong evidence for the presence of a secondary branch in the northwest. This branch is clearly distinct from the main stream, and we consider its discovery especially significant given the ongoing debate about the Sagittarius Stream's three-dimensional structure.

We determined the range of magnitudes for Sagittarius' tip of the red giant branch and the vertical distance from the Galactic plane. We searched for and identify the most likely dwarf galaxy or globular cluster candidates embedded in the Sagittarius Stream as signposts that provide clues about the environment in which Sagittarius is being disrupted. We also discuss the implications of this analysis for the interaction between the Milky Way's halo and the Galactic Disk. Overall, the results of this study provide important new information about Sagittarius' core and tidal arms and offer a fascinating glimpse of the ongoing process of their disruption.",279
A search on the Nikiforov-Uvarov formalism,0,"An alternative treatment is proposed for the calculations carried out within the frame of Nikiforov-Uvarov method, which removes a drawback in the original theory and by pass some difficulties in solving the Schrodinger equation. The present procedure is illustrated with the example of orthogonal polynomials.

The relativistic extension of the formalism is discussed.",54
A search on the Nikiforov-Uvarov formalism,1,The Nikiforov-Uvarov (NU) method has been extensively studied for solving Schrödinger's equation under various conditions. This search presents a comprehensive review of the NU formalism and its applications in mathematical physics. Our analysis provides a deeper understanding of the NU method and its implementation in solving problems in different fields of physics.,54
